PL,NAME,YEAR,TEAM,TIME,SOURCE_FILE,EVENT_DATE
9,Joshua Clark,JR-3,Webster 23.31,1,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
1,Jailen Hobbs,SR-4,Rose-Hulman 22.12,10,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
3,Tumaini Skinner,FR-1,Vincennes 22.69,8,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
4,Brandon Wheat,SO-2,Indianapolis 22.88,6,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
5,Prescott Brackett,SR-4,Rose-Hulman 22.94,4,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
9,Joshua Clark,JR-3,Webster 23.31,1,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
7,Caleb Heldman,FR-1,Rose-Hulman 23.28,2,TFRRS _ ISU Open - Men's 200 Meters.pdf,"February 17, 2024"
1,Emmett Emmons,SO-2,Millikin,22.83,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
2,Dayton Lasack,SO-2,Millikin,22.87,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
3,Tyrice Bender,FR-1,Illinois Wesleyan,23.05,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
4,Noah Sadowski,FR-1,Illinois Wesleyan,23.29,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
5,Jahari Scott,SO-2,Illinois Wesleyan,23.32,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
6,Don Sterling,,Millikin,23.74,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
7,Joel Weber,SO-2,Illinois Wesleyan,23.76,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
8,Jaden Preston,FR-1,Illinois Wesleyan,23.94,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
9,Quincy Carlson,FR-1,Illinois Wesleyan,24.08,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
10,Jamaar Ross,SO-2,Millikin,24.15,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
11,Rye Johnson,SR-4,Millikin,24.22,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
12,Luke Alberstett,FR-1,Illinois Wesleyan,24.37,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
13,Jack Pearce,SO-2,Millikin,24.63,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
14,Jeb Vanatta,FR-1,Millikin,25.35,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
15,Josh Chancellor-Seay,SO-2,Millikin,27.21,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
1,Emmett Emmons,SO-2,Millikin,22.83,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
5,Jahari Scott,SO-2,Illinois Wesleyan,23.32,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
2,Dayton Lasack,SO-2,Millikin,22.87,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
3,Tyrice Bender,FR-1,Illinois Wesleyan,23.05,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
7,Joel Weber,SO-2,Illinois Wesleyan,23.76,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
13,Jack Pearce,SO-2,Millikin,24.63,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
8,Jaden Preston,FR-1,Illinois Wesleyan,23.94,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
9,Quincy Carlson,FR-1,Illinois Wesleyan,24.08,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
10,Jamaar Ross,SO-2,Millikin,24.15,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
11,Rye Johnson,SR-4,Millikin,24.22,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
12,Luke Alberstett,FR-1,Illinois Wesleyan,24.37,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
14,Jeb Vanatta,FR-1,Millikin,25.35,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
4,Noah Sadowski,FR-1,Illinois Wesleyan,23.29,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
6,Don Sterling,,Millikin,23.74,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
15,Josh Chancellor-Seay,SO-2,Millikin,27.21,TFRRS _ IWU Friday Night Tri Indoor - Men's 200 Meters.pdf,"February 16, 2024"
1,Johnathan Walrath,,Senior Unattached,22.22,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
2,Damarion Alexander,FR-1,Voorhees,22.60,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
3,Rashid Silvera,FR-1,Voorhees,22.81,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
4,Parris Hawkins,SO-2,Voorhees,22.95,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
5,Chris Johnson,,Freshman Unattached,23.54,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
6,Virgil Sneed,,Unattached,23.87,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
2,Damarion Alexander,FR-1,Voorhees,22.60,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
4,Parris Hawkins,SO-2,Voorhees,22.95,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
6,Virgil Sneed,,Unattached,23.87,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
1,Johnathan Walrath,,Senior Unattached,22.22,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
3,Rashid Silvera,FR-1,Voorhees,22.81,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
5,Chris Johnson,,Freshman Unattached,23.54,TFRRS _ JDL Last Chance Invitational - Men 200m Seeded.pdf,"February 17, 2024"
1,Isaiah Skyes,,Senior Unattached,22.80,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
2,Zechariah Addison,FR-1,Allen,22.88,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
3,Romeo Brown,FR-1,Spartanburg Methodist,23.10,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
4,Jonah Steenvoorden,FR-1,Wingate,23.18,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
5,Barlowe Branch,FR-1,Emory & Henry,23.22,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
6,Shevaun Daley,FR-1,Pfeiffer,23.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
7,Devin Sloan,SO-2,Bryant & Stratton (VA),23.47,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
8,James Edwards,JR-3,Washington and Lee,23.51,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
9,Jamari Lewis,FR-1,Allen,23.56,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
10,Troy Sanders,,Unattached,23.62,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
11,Maleik Chalmers,,Johnson & Wales (N.C.),23.66,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
12,James Salemson,,Senior Unattached,23.69,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
13,Caleb Yeary,JR-3,UVA-Wise,23.77,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
14,Mikell Simpson,FR-1,Catawba,23.82,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
15,Myles Roberts,,Sophomore Unattached,23.91,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
16,Tyson Worthy,FR-1,Pfeiffer,23.92,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
17,Brandon Singletary Denmark,FR-1,Tech,24.01,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
18,Rheign Bradley Denmark,SO-2,Tech,24.06,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
19,Rolik Jackson,SO-2,Allen,24.09,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
20,Daniel McNair Louisburg,FR-1,College,24.20,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
21,Omar Rodriguez,,Senior Unattached,24.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
22,Parker Balog,FR-1,Spartanburg Methodist,24.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
23,Nate Bushey,FR-1,UVA-Wise,24.32,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
24,Justin Jenkins,,Sophomore Unattached,24.42,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
25,Patrick France,JR-3,Washington and Lee,24.47,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
26,Rhett Rosenthal,FR-1,Bryant & Stratton (VA),24.51,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
27,Yahan Wood Louisburg,FR-1,College,24.56,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
28,Schuyler Clark,SO-2,Washington and Lee,24.68,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
29,Nick DeBoard,JR-3,UVA-Wise,24.96,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
30,Brandon Yarusinsky,,Junior Unattached,25.95,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
31,Shane DiMantova,SO-2,Queens (N.C.),26.74,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
32,Kaition Gambrell,FR-1,Spartanburg Methodist,26.99,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
33,Justin Bowen Louisburg,FR-1,College,27.06,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
34,Malik Job,FR-1,Spartanburg Methodist,27.32,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
35,Evan Worley,FR-1,Emory & Henry,31.82,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
7,Devin Sloan,SO-2,Bryant & Stratton (VA),23.47,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
10,Troy Sanders,,Unattached,23.62,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
4,Jonah Steenvoorden,FR-1,Wingate,23.18,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
5,Barlowe Branch,FR-1,Emory & Henry,23.22,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
12,James Salemson,,Senior Unattached,23.69,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
3,Romeo Brown,FR-1,Spartanburg Methodist,23.10,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
8,James Edwards,JR-3,Washington and Lee,23.51,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
9,Jamari Lewis,FR-1,Allen,23.56,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
13,Caleb Yeary,JR-3,UVA-Wise,23.77,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
1,Isaiah Skyes,,Senior Unattached,22.80,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
6,Shevaun Daley,FR-1,Pfeiffer,23.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
14,Mikell Simpson,FR-1,Catawba,23.82,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
24,Justin Jenkins,,Sophomore Unattached,24.42,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
11,Maleik Chalmers,,Johnson & Wales (N.C.),23.66,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
18,Rheign Bradley Denmark,SO-2,Tech,24.06,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
15,Myles Roberts,,Sophomore Unattached,23.91,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
20,Daniel McNair Louisburg,FR-1,College,24.20,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
25,Patrick France,JR-3,Washington and Lee,24.47,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
26,Rhett Rosenthal,FR-1,Bryant & Stratton (VA),24.51,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
27,Yahan Wood Louisburg,FR-1,College,24.56,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
19,Rolik Jackson,SO-2,Allen,24.09,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
22,Parker Balog,FR-1,Spartanburg Methodist,24.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
30,Brandon Yarusinsky,,Junior Unattached,25.95,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
16,Tyson Worthy,FR-1,Pfeiffer,23.92,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
21,Omar Rodriguez,,Senior Unattached,24.30,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
23,Nate Bushey,FR-1,UVA-Wise,24.32,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
29,Nick DeBoard,JR-3,UVA-Wise,24.96,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
28,Schuyler Clark,SO-2,Washington and Lee,24.68,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
31,Shane DiMantova,SO-2,Queens (N.C.),26.74,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
33,Justin Bowen Louisburg,FR-1,College,27.06,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
34,Malik Job,FR-1,Spartanburg Methodist,27.32,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
35,Evan Worley,FR-1,Emory & Henry,31.82,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
2,Zechariah Addison,FR-1,Allen,22.88,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
17,Brandon Singletary Denmark,FR-1,Tech,24.01,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
32,Kaition Gambrell,FR-1,Spartanburg Methodist,26.99,TFRRS _ JDL Last Chance Invitational - Men 200m.pdf,"February 17, 2024"
1,Jonathan Hill,SR-4,Haverford 23.06,10,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
2,Branden Soubik,JR-3,Gwynedd-Mercy 23.57,8,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
3,Matayo McGraw,FR-1,Widener 23.73,6,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
4,Brion McNear,JR-3,Widener 24.05,5,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
5,Zenas Boamah,FR-1,Haverford 24.30,4,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
6,Jason Mayo,SO-2,Haverford 24.53,3,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
7,Daniel Magallanes,FR-1,Ursinus 24.62,2,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
8,Grant Goehrig,FR-1,Muhlenberg 25.29,1,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
1,Jonathan Hill,SR-4,Haverford 23.06,10,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
2,Branden Soubik,JR-3,Gwynedd-Mercy 23.57,8,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
4,Brion McNear,JR-3,Widener 24.05,5,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
3,Matayo McGraw,FR-1,Widener 23.73,6,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
5,Zenas Boamah,FR-1,Haverford 24.30,4,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
6,Jason Mayo,SO-2,Haverford 24.53,3,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
7,Daniel Magallanes,FR-1,Ursinus 24.62,2,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
8,Grant Goehrig,FR-1,Muhlenberg 25.29,1,TFRRS _ Keogh Invitational 2024 - Men's 200 Meters.pdf,"February 17, 2024"
1,Kaito Yasuda,SR-4,Eastern Conn. St. 22.74,10,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
2,Sam Klein,SO-2,Eastern Conn. St. 22.98,8,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
3,Nick Garey,FR-1,Southern Maine 22.98,6,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
4,Eric Phongsa,JR-3,Eastern Conn. St. 23.04,4,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
5,Tommy Ahlers Keene,SO-2,State 23.10,2,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
6,Aidan Law Keene,SO-2,State 23.13,1,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
3,Nick Garey,FR-1,Southern Maine 22.98,6,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
5,Tommy Ahlers Keene,SO-2,State 23.10,2,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
1,Kaito Yasuda,SR-4,Eastern Conn. St. 22.74,10,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
2,Sam Klein,SO-2,Eastern Conn. St. 22.98,8,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
4,Eric Phongsa,JR-3,Eastern Conn. St. 23.04,4,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
6,Aidan Law Keene,SO-2,State 23.13,1,TFRRS _ Little East Indoor Track & Field Championship - Men's 200 Meters.pdf,"February 17, 2024"
1,Lucas Fadden,SO-2,Grinnell 22.16,10,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
2,Jensen Clapp,JR-3,Wartburg 22.31,8,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
3,Derrick Smith,JR-3,Wartburg 22.50,6,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
4,Jimmy Weispfenning,FR-1,Wartburg 22.59,5,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
5,Joseph Sams,SO-2,Simpson (Iowa) 22.59,4,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
6,Hadley Beaty Cornell,FR-1,College 22.72,3,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
7,JD Elefson Central,SO-2,College 22.90,2,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
8,Jeffrey Oestreicher,SO-2,Wartburg 23.07,1,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
8,Jeffrey Oestreicher,SO-2,Wartburg 23.07,1,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
2,Jensen Clapp,JR-3,Wartburg 22.31,8,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
6,Hadley Beaty Cornell,FR-1,College 22.72,3,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
7,JD Elefson Central,SO-2,College 22.90,2,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
1,Lucas Fadden,SO-2,Grinnell 22.16,10,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
3,Derrick Smith,JR-3,Wartburg 22.50,6,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
4,Jimmy Weispfenning,FR-1,Wartburg 22.59,5,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
5,Joseph Sams,SO-2,Simpson (Iowa) 22.59,4,TFRRS _ Liz Wuertz Indoor Meet - Men's 200 Meters.pdf,"February 17, 2024"
1,Johnny Goode,,Unattached,22.22,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Ivan Mendoza,,Freshman Monterey Peninsula,22.89,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Victor Villafuerte,,Sophomore Monterey Peninsula,23.17,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Jake Taddie,,Sophomore San Jose,23.21,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Alan Macias,,Freshman Merced,23.86,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Marco Martin,,Sophomore San Mateo,23.93,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Daren Randolph,,Sophomore San Mateo,24.26,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Marco Parodi,,Sophomore San Mateo,24.41,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Gabriel Meza,,Matasol Sophomore San Jose,24.42,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Mason Bell,,Freshman Merced,24.62,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,Stanley Chu,,Freshman San Mateo,24.94,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Coleone Smith,,Sophomore San Jose,25.07,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
13,Andrew Fabela,,Sophomore Goofy Goobers,25.60,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
14,Kekoa Enriquez,,Sophomore Monterey Peninsula,26.08,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
15,Adan Barron-Montes,,Sophomore Merced,27.00,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
16,Eduard Malicovsky,,Freshman Merced,27.24,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Johnny Goode,,Unattached,22.22,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
2,Ivan Mendoza,,Freshman Monterey Peninsula,22.89,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
3,Victor Villafuerte,,Sophomore Monterey Peninsula,23.17,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
4,Jake Taddie,,Sophomore San Jose,23.21,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
5,Alan Macias,,Freshman Merced,23.86,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
6,Marco Martin,,Sophomore San Mateo,23.93,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
8,Marco Parodi,,Sophomore San Mateo,24.41,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
7,Daren Randolph,,Sophomore San Mateo,24.26,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
9,Gabriel Meza,,Matasol Sophomore San Jose,24.42,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
11,Stanley Chu,,Freshman San Mateo,24.94,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
12,Coleone Smith,,Sophomore San Jose,25.07,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
13,Andrew Fabela,,Sophomore Goofy Goobers,25.60,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
14,Kekoa Enriquez,,Sophomore Monterey Peninsula,26.08,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
10,Mason Bell,,Freshman Merced,24.62,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
15,Adan Barron-Montes,,Sophomore Merced,27.00,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
16,Eduard Malicovsky,,Freshman Merced,27.24,TFRRS _ Lobo Invitational - Men's 200 Meters.pdf,"February 17, 2024"
1,Nathan Mathern Bismarck,FR-1,State,21.94,TFRRS _ Marauders Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
2,Talen Farland Bismarck,FR-1,State,21.98,TFRRS _ Marauders Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
3,Dawson Hawkinson,SO-2,U-Mary,22.80,TFRRS _ Marauders Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
4,J'Noy Davis,,Unattached,22.88,TFRRS _ Marauders Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
5,Quentin Lewis Bismarck,SO-2,State,22.91,TFRRS _ Marauders Tune-Up - Men's 200 Meters.pdf,"February 17, 2024"
